Record ID,Gplus_URL,Location_Name,Address_Or_Intersection,City,State_Or_Province,ZIP_Or_Postal_Code,Country,Address2,Business_Phone,Fax,Cell_Phone,IPhone_And_Access,Wireless_Phones_Access,PAYGO_Phones_Access,PAYGO_Cards,Wireless_Products_Access,Messaging_Paging_Access,Internet_Service,Cable_TV,Digital_TV,Ignite_TV,Ignite_bundle_changes,Ignite_demo,RV_Sales_Rentals,MyHome_Advantage,Cellular_Repair,Phone_Upgrades,Car_Phone_Installation,Wireless_Accepts_CC_Cheq,Wireless_Accepts_Cash,Cable_Accepts_CC_Cheq,Cable_Accepts_Cash,Wireless_Accepts_Credit,Cable_Accepts_Credit,Pickup_Return_Dig_Equipmt,Pickup_Exch_Int_Modem,Messaging_Paging_HW_Exch,Home_Phone_Sales,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday,Intersection,Movies_And_Games_For_Rent,Hi_Def_For_Sale,Hi_Def_For_Rent,Games_For_Sale,Rogers_Portable_Internet,Rogers_Video_Store,Rogers_Plus_Store,Store_Name,Business_Voice_Data,Wireless_Business,Face_To_Face,Wireless_Content_Transfer,Rocket_Stick,Netbook_wRocketMobileInt,Rocket_Hub,Rocket_Mobile_Hotspot,Ipad_Microsims,MicroSIMs,Biz_Wireless,Biz_Internet_TV,Biz_Phone,Biz_Specialist_Available,Customer_Learning_WIR,Customer_Learning_Cable,Trade_Up,Wireless_HP,Smart_Home_Monitoring,Device_tuneup,Rogers_Credit_Cards,Corporate_Store,Latitude,Longitude
8289,https://plus.google.com/106672678348951829293/about?hl=en-US,Rogers,"75 Centennial Parkway N, Unit E015,",Stoney Creek,ON,L8E 2P2,CA,Eastgate Square,(905) 560-7027,(905) 560-9824,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,Centennial Parkway - Queenston Rd,N,N,N,N,Y,N,Y,Eastgate Square,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,43.2299,-79.7659
8315,http://maps.google.ca/maps/place?hl=en&cid=6223747644637439772,Rogers,"670 University Ave, Unit 21,",Charlottetown,PE,C1E 1H6,CA,Georgian Mall,(902) 566-4315,(902) 566-9731,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,12:00PM - 5:00PM,Trans Canada Highway - University Ave,N,N,N,N,Y,N,Y,Charlottetown Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,46.26462,-63.14704
8387,http://maps.google.ca/maps/place?hl=en&cid=-3371940770674282029,Rogers,"509 Bayfield Street, Unit B016,",Barrie,ON,L4M 4Z8,CA,Georgian Mall,(705) 728-5833,(705) 728-7562,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,Livingston St - Bayfield St,N,N,N,N,Y,N,Y,Georgian Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,44.4127,-79.7101
8594,http://maps.google.ca/maps/place?hl=en&cid=-7661097563405978705,Rogers,"1 Kingsway Garden Mall NW, Unit 664,",Edmonton,AB,T5G 3A6,CA,Kingsway Garden Mall,(780) 471-3807,(780) 471-1732,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,109th St - Princess Elizabeth Avenue,N,N,N,N,Y,N,Y,Kingsway Garden,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.5613,-113.506
8603,http://maps.google.ca/maps/place?hl=en&cid=-2433849641026268446,Rogers,"1100 Boul Maloney Ouest, Unit E9,",Gatineau,QC,J8T 6G3,CA,Les Promenades Gatineau,(819) 561-3031,(819) 561-3038,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,Boul Maloney Ouest et boul de la Cite,N,N,N,N,Y,N,Y,Les Promenades Gatineau,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.4765,-75.6979
8661,http://maps.google.ca/maps/place?hl=en&cid=-4400883174582261174,Rogers,"1241 Barton Street E, Unit Q1,",Hamilton,ON,L8H 2V4,CA,Centre on Barton,(905) 297-9591,(905) 297-9623,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 6:00PM,12:00 PM - 5:00PM,Barton St - Ottawa St.,N,N,N,N,Y,N,Y,Centre mall,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.250378,-79.810829
8815,http://maps.google.ca/maps/place?hl=en&cid=-8760988335176326328,Rogers,"2020 Sherwood Dr, Unit 201,",Sherwood Park,AB,T8A 3H9,CA,Sherwood Park Mall,(780) 416-1775,(780) 416-6478,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 8:00PM,10:00AM - 8:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 5:30PM,11:00AM - 5:00PM,Sherwood Dr - Granada Blvd,N,N,N,N,Y,N,Y,Sherwood Park Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.52809,-113.29555
8863,http://maps.google.ca/maps/place?hl=en&cid=-4334197678460068343,Rogers,"2331 66th St NW, Unit 506,",Edmonton,AB,T6K 4B5,CA,Millwoods Town Centre,(780) 436-7766,(780) 439-5539,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,12:00PM - 5:30PM,66th St - 23rd Av,N,N,N,N,Y,N,Y,Millwoods Town Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.4546,-113.434
8905,http://maps.google.ca/maps/place?hl=en&cid=2525728568040792867,Rogers,"262A boul des Promenades, Unit Z005,",Saint Bruno,QC,J3V 5K4,CA,Les Promenades St Bruno,(450) 653-7472,(450) 653-7280,,Y,Y,y,y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM-9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,boul des Promenades et Montee Sabourin,N,N,N,N,Y,N,Y,Les Prom St-Bruno,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.5069,-73.3793
8910,http://maps.google.ca/maps/place?hl=en&cid=7311225159953924451,Rogers,"2700 boul Laurier, Unit 75,",Sainte Foy,QC,G1V 2L8,CA,Place Ste-Foy,(418) 659-2132,(418) 659-2143,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM-6:00PM,10:00AM-6:00PM,10:00AM-6:00PM,10:00AM-9:00PM,10:00AM-9:00PM,9:30AM - 5:00PM,10:00AM - 5:00PM,boul Laurier et Avenue Jean-De Quen,N,N,N,N,Y,N,Y,Place Laurier,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,46.76826,-71.28618
8976,http://maps.google.ca/maps/place?hl=en&cid=-1422569804058422894,Rogers,"1150 Douglas St, Unit 203A,",Victoria,BC,V8W 3M9,CA,Bay Centre,(250) 385-6151,(250) 385-6171,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,Douglas St - Fort St,N,N,N,N,Y,N,Y,Bay Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,48.42503,-123.365372
9017,https://plus.google.com/108611017362566940897/about?hl=en&gl=us,Rogers,"3625 Shaganappi Trail NW, Unit D011,",Calgary,AB,T3A 0E2,CA,Market Mall,(403) 202-0200,(403) 202-1020,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 8:00PM,11:00AM - 6:00PM,Shaganappi Trail NW - 32nd Ave NW,N,N,N,N,Y,N,Y,Market Mall,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,51.087414,-114.153702
12000,http://maps.google.ca/maps/place?hl=en&cid=8989316905134699271,Rogers,"100 Bayshore Dr, Unit T52A,",Nepean,ON,K2B 8C1,CA,Bayshore Shopping Centre,(613) 726-7665,(613) 726-7820,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,10:00AM - 6:00PM,Bayshore - Richmond,N,N,N,N,Y,N,Y,Bayshore Shopping Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,45.35062,-75.80554
12208,http://maps.google.ca/maps/place?hl=en&cid=-3132791571637449124,Rogers,"5015 111 St NW, Unit 460,",Edmonton,AB,T6H 4M6,CA,Southgate Centre,(780) 434-5620,(780) 434-5499,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,51st ave - 111th street,N,N,N,N,Y,N,N,,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.487076,-113.514122
12270,http://maps.google.ca/maps/place?hl=en&cid=7412016765138798188,Rogers,"201 1st Ave S., Unit 712,",Saskatoon,SK,S7K 1J9,CA,Midtown Plaza,(306) 955-5799,(306) 955-2649,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 7:00PM,9:30AM - 7:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 7:00PM,11:00AM - 6:00PM,1st Ave S. - 21st St. SE,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,52.1278,-106.668
12271,http://maps.google.ca/maps/place?hl=en&cid=-1257082909755321485,Rogers,"3510 8th St E, Unit K001,",Saskatoon,SK,S7H0W6,CA,The Centre Mall,(306) 955-1955,(306)-955-3280,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 6:00PM,9:30AM - 6:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,8TH Street - Duke Street,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,N,Y,Y,Y,52.1145,-106.594
12309,,Rogers,"21 Mic Mac Blvd, Unit 144,",Dartmouth,NS,B3A 4K6,CA,Mic Mac Mall,(902) 466-3388,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,12:00PM - 5:00PM,,N,N,N,N,N,N,Y,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,44.686224,-63.558334
12311,http://maps.google.ca/maps/place?hl=en&cid=930300237475248467,Rogers,"201 Chain Lake Drive, Unit 14",Halifax,NS,B3S 1C8,CA,Chain Lake Drive Plaza,(902) 455-3388,(902) 450-5668,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 7:00PM,9:30AM - 7:00PM,9:30AM - 7:00PM,9:30AM - 8:00PM,9:30AM - 8:00PM,9:30AM - 7:00PM,12:00PM - 5:00PM,Lacewood - Chain Lake Drive,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,44.64841,-63.674933
12318,http://maps.google.ca/maps/place?hl=en&cid=5132863203633978704,Rogers,"245 Robie St, Unit B16,",Truro,NS,B2N 5N6,CA,Truro Mall,(902) 893-2288,(902) 897-2822,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,12:00PM - 5:00PM,Juniper - Robie,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.3707,-63.3028
12395,http://maps.google.ca/maps/place?hl=en&cid=-1254848679298661288,Rogers,"2305 Chemin Rockland,",Montreal,QC,H3P 3E9,CA,Rockland Centre,(514) 735-4086,(514) 735-5709,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,Chemin Rockland - Avenue Sloane,N,N,N,N,Y,N,Y,Centre Rockland,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.5275,-73.6477
12404,http://maps.google.ca/maps/place?hl=en&cid=-6751542664245637114,Rogers,"3333 de Carrefour, Magasin 144,",Beauport,QC,G1C 5R9,CA,Promenades Beauport,(418) 660-0623,(418) 660-7485,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,Rue Du Carrefour - Avenue Bourg-Royal,N,N,N,N,Y,N,Y,Promenades Beauport,N,N,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,46.85936,-71.21611
12406,http://maps.google.ca/maps/place?hl=en&cid=7137637791368845999,Rogers,"375 St Albert Road, Unit K8,",St Albert,AB,T8N 3K8,CA,St. Albert Centre,(780) 418-1681,(780) 418-2912,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 5:00PM,St Albert Rd - Bellrose Dr,N,N,N,N,Y,N,Y,St Albert Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,53.6416,-113.625
12431,http://maps.google.ca/maps/place?hl=en&cid=6825389819152737551,Rogers,"50 Rue Dufferin,",Valleyfield,QC,J6S 4W4,CA,Centre Valleyfield,(450) 373-0519,(450) 373-0833,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 5:30PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:00AM - 5:00PM,10:00AM - 5:00PM,Rue Dufferin - Rue Alexandre,N,N,N,N,Y,N,Y,Centre Valleyfield,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,45.261921,-74.129768
12473,http://maps.google.ca/maps/place?hl=en&cid=2523031630642945440,Rogers,"1485 Portage Ave, Kiosk Z004,",Winnipeg,MB,R3G 0W4,CA,Polo Park Shopping Centre,(204) 783-4319,,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,Portage Ave - St. James St,N,N,N,N,N,N,Y,Polo Park,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,49.8839,-97.1983
12474,http://maps.google.ca/maps/place?hl=en&cid=5972521297749169113,Rogers,"1555 Regent Ave West, Unit T-30,",Winnipeg,MB,R2C 4J2,CA,Kildonan Place,(204) 667-8248,(204) 663-3206,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,Regent Ave - Rougeau ave,N,N,N,N,N,N,Y,Kildonan Place,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.8979,-97.0642
12475,https://plus.google.com/104411192578725711606/about?hl=en-US,Rogers,"2305 McPhillips St, Unit 161,",Winnipeg,MB,R2V 3E1,CA,Garden City Mall,(204) 339-8895,(204) 338-0510,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,,N,N,N,N,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,McPhillips St - Leila Ave,N,N,N,N,N,N,Y,Garden City Shopping Centre,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.951759,-97.148735
12496,http://maps.google.ca/maps/place?hl=en&cid=739017469060871183,Rogers,"5693 Spring Garden Rd, Suite G1,",Halifax,NS,B3J 1G9,CA,,(902) 492-3388,(902) 492-0071,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 6:00PM,9:00AM - 8:00PM,9:00AM - 8:00PM,9:00AM - 4:00PM,12:00PM - 5:00PM,Spring Graden - South Park,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,44.64257,-63.579014
12543,http://maps.google.ca/maps/place?hl=en&cid=4153510816704566373,Rogers,"9855 Austin Ave, Unit 122,",Burnaby,BC,V3J 1N4,CA,Lougheed Town Centre,(604) 420-7979,(604) 420-7975,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 6:00PM,10:00AM - 6:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 6:00PM,11:00AM - 6:00PM,Austin - Lougheed,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.248989,-122.895907
12580,http://maps.google.ca/maps/place?hl=en&cid=-6650110669383462249,Rogers,"1800 Sheppard Ave E,",North York,ON,M2J 5A7,CA,Fairview Mall,(416) 492-8800,(416) 492-5306,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 8:00PM,11:00AM - 6:00PM,Sheppard Ave E - Don Mills Rd,N,N,N,N,N,N,N,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,43.77898,-79.34186
12592,http://maps.google.ca/maps/place?hl=en&cid=8003181634242662811,Rogers,"32900 South Fraser Way, Unit 322,",Abbotsford,BC,V2S 5A1,CA,Seven Oaks Shopping Centre,(604) 854-1988,(604) 854-8080,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,South Fraser Way - Gladwin Rd,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.05088,-122.312607
12593,http://maps.google.ca/maps/place?hl=en&cid=-4046923399003719752,Rogers,"19705 Fraser Hwy, Unit 461,",Langley,BC,V3A 7E9,CA,Willowbrook Mall,(604) 532-9099,(604) 532-6996,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,9:30AM - 6:00PM,9:30AM - 6:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 6:00PM,Fraser Hwy - Willowbrook Dr,N,N,N,N,N,N,N,,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.112915,-122.677633
12596,http://maps.google.ca/maps/place?hl=en&cid=-5727060871831610136,Rogers,"6060 Minoru Blvd, Unit 2254,",Richmond,BC,V6Y 2V7,CA,Richmond Centre,(604) 273-2203,(604) 273-2208,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,11:00AM - 7:00PM,Number 3 - West Minster,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,49.16614,-123.138447
12701,http://maps.google.ca/maps/place?hl=en&cid=4674363575133942777,Rogers,"477 Paul Street, Unit T-2A,",Dieppe,NB,E1A 4X5,CA,Champlain Place,(506) 857-3930,(506) 857-3932,,Y,Y,Y,Y,Y,N,Y,Y,Y,,,,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,12:00PM - 5:00PM,Paul St - Veterans Hwy,N,N,N,N,Y,N,Y,Champlain Place,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,46.096,-64.7607
13071,http://maps.google.ca/maps/place?hl=en&cid=6209174456373679477,Rogers,"900 Dufferin St, Unit 140,",Toronto,ON,M6H 4B1,CA,Dufferin Mall,(416) 588-6668,,,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,N,,,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,12:00PM - 5:00PM,Dufferin St - Bloor,N,N,N,N,N,N,N,,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,43.6568,-79.4343
13135,http://maps.google.ca/maps/place?hl=en&cid=-5867352656306373175,Rogers,"240 Leighland Ave, Unit 208B,",Oakville,ON,L6H 3H6,CA,Oakville Place,(905) 815-8871,(905) 815-9519,,Y,Y,Y,Y,Y,N,N,N,N,,,,N,N,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 6:00PM,11:00AM - 5:00PM,Trafalgar - Upper Middle Rd,N,N,N,N,N,N,Y,Oakville Place,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,43.46344,-79.68579
13264,http://maps.google.ca/maps/place?hl=en&cid=4111124977922396177,Rogers,"1 Yorkdale Road, Unit 322,",Toronto,ON,M6A 2T9,CA,Yorkdale Mall,(416) 785-6216,(416) 785-8110,,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,10:00AM - 9:00PM,9:30AM - 9:00PM,11:00AM - 7:00PM,Yorkdale Rd - Dufferin St,N,N,N,N,Y,N,Y,Yorkdale Shopping Centre #180,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,43.725108,-79.452809
